句1模型,句1词牌,句1题目,句1内容,句2模型,句2词牌,句2题目,句2内容,语义相似度,字面相似度,差值(伪原创指数)
doubao-seed-2.0-pro,沁园春,秋登京口北固楼有怀,凭阑久,qwen3.6-plus,沁园春,秋望,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋登京口北固楼有怀,凭阑久,qwen3.6-plus,沁园春,秋江望古,凭栏处,0.8770,0.3333,0.5436
qwen3.6-plus,沁园春,江天秋望,凭栏处,qwen3.6-plus,沁园春,秋暮登楼,凭阑久,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋登京口北固楼有怀,凭阑久,glm-5,沁园春,暮秋登楼,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋登京口北固楼有怀,凭阑久,glm-5,沁园春,秋望,凭栏处,0.8770,0.3333,0.5436
qwen3.6-plus,沁园春,秋江晚眺,凭阑久,glm-5,沁园春,秋暮登楼,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,山居秋兴,凭栏处,qwen3.6-plus,沁园春,秋江晚眺,凭阑久,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋登庐山,凭栏处,doubao-seed-2.0-pro,沁园春,秋登北固山有怀,凭阑久,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋过西湖故友旧居,凭阑久,qwen3.6-plus,沁园春,秋江望古,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,山居秋兴,凭栏处,doubao-seed-2.0-pro,沁园春,秋登北固山有怀,凭阑久,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋登北固山有怀,凭阑久,qwen3.6-plus,沁园春,秋望怀古,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋登庐山,凭栏处,doubao-seed-2.0-pro,沁园春,秋日登吴山望钱塘作,凭阑久,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋登庐山,凭栏处,glm-5,沁园春,夜观星图,凭阑久,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋登北固山有怀,凭阑久,qwen3.6-plus,沁园春,秋江望月,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋日登吴山望钱塘作,凭阑久,qwen3.6-plus,沁园春,秋望怀古,凭栏处,0.8770,0.3333,0.5436
qwen3.6-plus,沁园春,秋望,凭栏处,glm-5,沁园春,夜观星图,凭阑久,0.8770,0.3333,0.5436
qwen3.6-plus,沁园春,秋望,凭栏处,glm-5,沁园春,赛博纪梦,凭阑久,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋登北固亭怀古,凭阑久,qwen3.6-plus,沁园春,秋江望月,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,暮秋登北固山寄塞上故人,凭阑久,qwen3.6-plus,沁园春,云海观潮,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,暮秋登北固山寄塞上故人,凭阑久,qwen3.6-plus,沁园春,云帆济海,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋登京口北固楼有怀,凭阑久,qwen3.6-plus,沁园春,云海观潮,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,暮秋登北固山寄塞上故人,凭阑久,glm-5,沁园春,秋晚登楼,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋登北固山有怀,凭阑久,qwen3.6-plus,沁园春,秋望,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋过西湖故友旧居,凭阑久,qwen3.6-plus,沁园春,江天秋望,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋登北固山有怀,凭阑久,qwen3.6-plus,沁园春,秋江望古,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋日登吴山望钱塘作,凭阑久,qwen3.6-plus,沁园春,秋夜登楼,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋过西湖故友旧居,凭阑久,qwen3.6-plus,沁园春,云帆济海,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋过西湖故友旧居,凭阑久,qwen3.6-plus,沁园春,秋夜登楼,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋日登吴山望钱塘作,凭阑久,qwen3.6-plus,沁园春,云帆济海,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,山居秋兴,凭栏处,doubao-seed-2.0-pro,沁园春,秋日登吴山望钱塘作,凭阑久,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,山居秋兴,凭栏处,glm-5,沁园春,夜观星图,凭阑久,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋登北固山有怀,凭阑久,qwen3.6-plus,沁园春,江天秋望,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋日登吴山望钱塘作,凭阑久,qwen3.6-plus,沁园春,秋望,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋登北固山有怀,凭阑久,glm-5,沁园春,秋望,凭栏处,0.8770,0.3333,0.5436
qwen3.6-plus,沁园春,云海观潮,凭栏处,glm-5,沁园春,赛博纪梦,凭阑久,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋登北固山有怀,凭阑久,deepseek-3.2-thinking,沁园春,智能时代遐思,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋日登吴山望钱塘作,凭阑久,qwen3.6-plus,沁园春,江天秋望,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋登北固山有怀,凭阑久,qwen3.6-plus,沁园春,云海观潮,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋登北固山有怀,凭阑久,qwen3.6-plus,沁园春,云帆济海,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋过西湖故友旧居,凭阑久,qwen3.6-plus,沁园春,云海观潮,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋登北固亭怀古,凭阑久,qwen3.6-plus,沁园春,江天秋望,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋登庐山,凭栏处,doubao-seed-2.0-pro,沁园春,秋过西湖故友旧居,凭阑久,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋登庐山,凭栏处,glm-5,沁园春,赛博纪梦,凭阑久,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋登北固亭怀古,凭阑久,glm-5,沁园春,暮秋登楼,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋日登吴山望钱塘作,凭阑久,deepseek-3.2-thinking,沁园春,智能时代遐思,凭栏处,0.8770,0.3333,0.5436
qwen3.6-plus,沁园春,江天秋望,凭栏处,glm-5,沁园春,夜观星图,凭阑久,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋过西湖故友旧居,凭阑久,glm-5,沁园春,秋暮登楼,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋日登吴山望钱塘作,凭阑久,glm-5,沁园春,秋晚登楼,凭栏处,0.8770,0.3333,0.5436
qwen3.6-plus,沁园春,云海观潮,凭栏处,qwen3.6-plus,沁园春,秋江晚眺,凭阑久,0.8770,0.3333,0.5436
qwen3.6-plus,沁园春,秋江望古,凭栏处,glm-5,沁园春,夜观星图,凭阑久,0.8770,0.3333,0.5436
qwen3.6-plus,沁园春,秋望怀古,凭栏处,glm-5,沁园春,夜观星图,凭阑久,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋登北固山有怀,凭阑久,glm-5,沁园春,秋晚登楼,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,暮秋登北固山寄塞上故人,凭阑久,qwen3.6-plus,沁园春,秋夜登楼,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋登北固亭怀古,凭阑久,glm-5,沁园春,秋晚登楼,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋日登吴山望钱塘作,凭阑久,glm-5,沁园春,秋望,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋登京口北固楼有怀,凭阑久,qwen3.6-plus,沁园春,云帆济海,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋登京口北固楼有怀,凭阑久,glm-5,沁园春,秋晚登楼,凭栏处,0.8770,0.3333,0.5436
qwen3.6-plus,沁园春,秋江望月,凭栏处,glm-5,沁园春,赛博纪梦,凭阑久,0.8770,0.3333,0.5436
qwen3.6-plus,沁园春,云海观潮,凭栏处,glm-5,沁园春,夜观星图,凭阑久,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋登北固山有怀,凭阑久,glm-5,沁园春,暮秋登楼,凭栏处,0.8770,0.3333,0.5436
glm-5,沁园春,暮秋登楼,凭栏处,glm-5,沁园春,夜观星图,凭阑久,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋登北固亭怀古,凭阑久,glm-5,沁园春,秋暮登楼,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋登北固亭怀古,凭阑久,qwen3.6-plus,沁园春,秋望,凭栏处,0.8770,0.3333,0.5436
qwen3.6-plus,沁园春,秋江望月,凭栏处,glm-5,沁园春,夜观星图,凭阑久,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋过西湖故友旧居,凭阑久,deepseek-3.2-thinking,沁园春,智能时代遐思,凭栏处,0.8770,0.3333,0.5436
qwen3.6-plus,沁园春,云帆济海,凭栏处,glm-5,沁园春,赛博纪梦,凭阑久,0.8770,0.3333,0.5436
qwen3.6-plus,沁园春,秋暮登楼,凭阑久,qwen3.6-plus,沁园春,秋夜登楼,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,山居秋兴,凭栏处,doubao-seed-2.0-pro,沁园春,秋过西湖故友旧居,凭阑久,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,山居秋兴,凭栏处,glm-5,沁园春,赛博纪梦,凭阑久,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋日登吴山望钱塘作,凭阑久,qwen3.6-plus,沁园春,秋江望古,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋登北固山有怀,凭阑久,qwen3.6-plus,沁园春,秋夜登楼,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋过西湖故友旧居,凭阑久,qwen3.6-plus,沁园春,秋望怀古,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋登北固亭怀古,凭阑久,qwen3.6-plus,沁园春,秋望怀古,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋过西湖故友旧居,凭阑久,qwen3.6-plus,沁园春,秋望,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋过西湖故友旧居,凭阑久,qwen3.6-plus,沁园春,秋江望月,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋登北固亭怀古,凭阑久,qwen3.6-plus,沁园春,云海观潮,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋登北固亭怀古,凭阑久,qwen3.6-plus,沁园春,秋夜登楼,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋过西湖故友旧居,凭阑久,glm-5,沁园春,秋晚登楼,凭栏处,0.8770,0.3333,0.5436
glm-5,沁园春,赛博纪梦,凭阑久,glm-5,沁园春,秋晚登楼,凭栏处,0.8770,0.3333,0.5436
deepseek-3.2-thinking,沁园春,智能时代遐思,凭栏处,glm-5,沁园春,赛博纪梦,凭阑久,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋日登吴山望钱塘作,凭阑久,glm-5,沁园春,秋暮登楼,凭栏处,0.8770,0.3333,0.5436
glm-5,沁园春,秋望,凭栏处,glm-5,沁园春,赛博纪梦,凭阑久,0.8770,0.3333,0.5436
qwen3.6-plus,沁园春,秋夜登楼,凭栏处,glm-5,沁园春,夜观星图,凭阑久,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋日登吴山望钱塘作,凭阑久,qwen3.6-plus,沁园春,云海观潮,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋登北固亭怀古,凭阑久,deepseek-3.2-thinking,沁园春,智能时代遐思,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋登庐山,凭栏处,doubao-seed-2.0-pro,沁园春,秋登北固亭怀古,凭阑久,0.8770,0.3333,0.5436
glm-5,沁园春,秋望,凭栏处,glm-5,沁园春,夜观星图,凭阑久,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋日登吴山望钱塘作,凭阑久,qwen3.6-plus,沁园春,秋江望月,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋登北固亭怀古,凭阑久,glm-5,沁园春,秋望,凭栏处,0.8770,0.3333,0.5436
qwen3.6-plus,沁园春,秋江晚眺,凭阑久,deepseek-3.2-thinking,沁园春,智能时代遐思,凭栏处,0.8770,0.3333,0.5436
qwen3.6-plus,沁园春,秋江望古,凭栏处,glm-5,沁园春,赛博纪梦,凭阑久,0.8770,0.3333,0.5436
qwen3.6-plus,沁园春,秋江晚眺,凭阑久,qwen3.6-plus,沁园春,秋夜登楼,凭栏处,0.8770,0.3333,0.5436
glm-5,沁园春,夜观星图,凭阑久,glm-5,沁园春,秋晚登楼,凭栏处,0.8770,0.3333,0.5436
qwen3.6-plus,沁园春,云海观潮,凭栏处,qwen3.6-plus,沁园春,秋暮登楼,凭阑久,0.8770,0.3333,0.5436
qwen3.6-plus,沁园春,云帆济海,凭栏处,qwen3.6-plus,沁园春,秋江晚眺,凭阑久,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋过西湖故友旧居,凭阑久,glm-5,沁园春,暮秋登楼,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,暮秋登北固山寄塞上故人,凭阑久,deepseek-3.2-thinking,沁园春,智能时代遐思,凭栏处,0.8770,0.3333,0.5436
qwen3.6-plus,沁园春,秋江晚眺,凭阑久,glm-5,沁园春,秋晚登楼,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋登北固山有怀,凭阑久,glm-5,沁园春,秋暮登楼,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋登京口北固楼有怀,凭阑久,qwen3.6-plus,沁园春,秋夜登楼,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋登京口北固楼有怀,凭阑久,deepseek-3.2-thinking,沁园春,智能时代遐思,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋日登吴山望钱塘作,凭阑久,glm-5,沁园春,暮秋登楼,凭栏处,0.8770,0.3333,0.5436
glm-5,沁园春,赛博纪梦,凭阑久,glm-5,沁园春,秋暮登楼,凭栏处,0.8770,0.3333,0.5436
qwen3.6-plus,沁园春,江天秋望,凭栏处,glm-5,沁园春,赛博纪梦,凭阑久,0.8770,0.3333,0.5436
qwen3.6-plus,沁园春,秋望怀古,凭栏处,glm-5,沁园春,赛博纪梦,凭阑久,0.8770,0.3333,0.5436
glm-5,沁园春,暮秋登楼,凭栏处,glm-5,沁园春,赛博纪梦,凭阑久,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,山居秋兴,凭栏处,doubao-seed-2.0-pro,沁园春,秋登北固亭怀古,凭阑久,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋登北固亭怀古,凭阑久,qwen3.6-plus,沁园春,秋江望古,凭栏处,0.8770,0.3333,0.5436
qwen3.6-plus,沁园春,云帆济海,凭栏处,glm-5,沁园春,夜观星图,凭阑久,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋过西湖故友旧居,凭阑久,glm-5,沁园春,秋望,凭栏处,0.8770,0.3333,0.5436
glm-5,沁园春,夜观星图,凭阑久,glm-5,沁园春,秋暮登楼,凭栏处,0.8770,0.3333,0.5436
qwen3.6-plus,沁园春,云帆济海,凭栏处,qwen3.6-plus,沁园春,秋暮登楼,凭阑久,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,秋登北固亭怀古,凭阑久,qwen3.6-plus,沁园春,云帆济海,凭栏处,0.8770,0.3333,0.5436
qwen3.6-plus,沁园春,秋暮登楼,凭阑久,deepseek-3.2-thinking,沁园春,智能时代遐思,凭栏处,0.8770,0.3333,0.5436
qwen3.6-plus,沁园春,秋暮登楼,凭阑久,glm-5,沁园春,秋晚登楼,凭栏处,0.8770,0.3333,0.5436
deepseek-3.2-thinking,沁园春,智能时代遐思,凭栏处,glm-5,沁园春,夜观星图,凭阑久,0.8770,0.3333,0.5436
qwen3.6-plus,沁园春,秋夜登楼,凭栏处,glm-5,沁园春,赛博纪梦,凭阑久,0.8770,0.3333,0.5436
qwen3.6-plus,清平乐,秋江晚望,暮色连空阔,qwen3.6-plus,菩萨蛮,秋江夜泊,秋江暮霭连天远,0.8766,0.3333,0.5433
doubao-seed-2.0-pro,祝英台近,枫江晚泊怀友,数尽天际归帆,doubao-seed-2.0-pro,浪淘沙,晚登江亭,归帆数尽暮云边,0.8509,0.3077,0.5432
doubao-seed-2.0-pro,祝英台近,客中忆吴兴旧隐,何处问归路,qwen3.6-plus,浪淘沙,秋江夜泊,欲问归程何处是,0.8756,0.3333,0.5422
qwen3.6-plus,浪淘沙,秋江夜泊,暮色染江天,qwen3.6-plus,菩萨蛮,江秋旅思,江天暮色凝寒素,0.8744,0.3333,0.5411
doubao-seed-2.0-pro,祝英台近,秋暮过故人居,悄延伫,glm-5,祝英台近,晚秋怀远,伫凝伫,0.8743,0.3333,0.5410
qwen3.6-plus,浪淘沙,秋江暮眺,几处渔灯明远浦,qwen3.6-plus,菩萨蛮,秋江夜泊,渔火隔烟明,0.8743,0.3333,0.5409
doubao-seed-2.0-pro,祝英台近,枫桥晚望有寄,黯延伫,doubao-seed-2.0-pro,沁园春,秋日登北固楼怀古,空凝伫,0.8742,0.3333,0.5409
doubao-seed-2.0-pro,沁园春,秋过横塘旧居感旧,目断遥天雁字残,qwen3.6-plus,沁园春,秋江夜泊,望长天雁断,0.8741,0.3333,0.5407
doubao-seed-2.0-pro,沁园春,秋过横塘旧居感旧,目断遥天雁字残,qwen3.6-plus,沁园春,秋暮登楼,望长天雁断,0.8741,0.3333,0.5407
qwen3.6-plus,清平乐,秋江夜泊,芦雪飞汀岸,qwen3.6-plus,浪淘沙,江畔秋思,荻花飞雪满汀洲,0.8740,0.3333,0.5407
doubao-seed-2.0-pro,祝英台近,枫桥晚望有寄,黯延伫,glm-5,祝英台近,秋夜怀人,谩凝伫,0.8726,0.3333,0.5393
doubao-seed-2.0-pro,沁园春,秋登北固山有怀,凭阑久,glm-5,沁园春,晚秋登高,凭栏意,0.8721,0.3333,0.5387
glm-5,沁园春,晚秋登高,凭栏意,glm-5,沁园春,赛博纪梦,凭阑久,0.8721,0.3333,0.5387
doubao-seed-2.0-pro,沁园春,秋过西湖故友旧居,凭阑久,glm-5,沁园春,晚秋登高,凭栏意,0.8721,0.3333,0.5387
glm-5,沁园春,晚秋登高,凭栏意,glm-5,沁园春,夜观星图,凭阑久,0.8721,0.3333,0.5387
doubao-seed-2.0-pro,沁园春,秋登北固亭怀古,凭阑久,glm-5,沁园春,晚秋登高,凭栏意,0.8721,0.3333,0.5387
doubao-seed-2.0-pro,沁园春,秋日登吴山望钱塘作,凭阑久,glm-5,沁园春,晚秋登高,凭栏意,0.8721,0.3333,0.5387
qwen3.6-plus,沁园春,秋暮登楼,凭阑久,glm-5,沁园春,晚秋登高,凭栏意,0.8721,0.3333,0.5387
qwen3.6-plus,沁园春,秋江晚眺,凭阑久,glm-5,沁园春,晚秋登高,凭栏意,0.8721,0.3333,0.5387
doubao-seed-2.0-pro,沁园春,暮秋登北固山寄塞上故人,凭阑久,glm-5,沁园春,晚秋登高,凭栏意,0.8721,0.3333,0.5387
doubao-seed-2.0-pro,沁园春,秋登京口北固楼有怀,凭阑久,glm-5,沁园春,晚秋登高,凭栏意,0.8721,0.3333,0.5387
doubao-seed-2.0-pro,沁园春,京口秋望,凭阑处,doubao-seed-2.0-pro,沁园春,秋暮登北固山有怀,凭栏望,0.8719,0.3333,0.5385
doubao-seed-2.0-pro,祝英台近,秋窗忆远,凭阑处,doubao-seed-2.0-pro,沁园春,秋日登栖霞岭望西湖,凭栏望,0.8719,0.3333,0.5385
doubao-seed-2.0-pro,祝英台近,秋窗忆远,凭阑处,doubao-seed-2.0-pro,沁园春,秋暮登北固山有怀,凭栏望,0.8719,0.3333,0.5385
doubao-seed-2.0-pro,沁园春,京口秋望,凭阑处,doubao-seed-2.0-pro,沁园春,秋日登栖霞岭望西湖,凭栏望,0.8719,0.3333,0.5385
doubao-seed-2.0-pro,沁园春,北固山秋望,凭阑处,doubao-seed-2.0-pro,沁园春,秋暮登北固山有怀,凭栏望,0.8719,0.3333,0.5385
doubao-seed-2.0-pro,沁园春,北固山秋望,凭阑处,doubao-seed-2.0-pro,沁园春,秋日登栖霞岭望西湖,凭栏望,0.8719,0.3333,0.5385
qwen3.6-plus,祝英台近,秋夜客怀,独倚小窗雨,glm-5,菩萨蛮,山居雪夜,小窗独倚听残冻,0.8718,0.3333,0.5385
qwen3.6-plus,菩萨蛮,秋江夜泊,渔火隔烟明,deepseek-3.2-thinking,浪淘沙,江上夜思,远处渔灯明灭际,0.8712,0.3333,0.5379
deepseek-3.2-thinking,清平乐,山夜,星河转斗移杓,deepseek-3.2-thinking,沁园春,星海遐思,看斗转星移,0.9005,0.3636,0.5369
doubao-seed-2.0-pro,菩萨蛮,秋江晚泊,故里空回首,deepseek-3.2-thinking,浪淘沙,江行感怀,回首故园千里外,0.8702,0.3333,0.5369
qwen3.6-plus,菩萨蛮,秋思,一叶下孤舟,deepseek-3.2-thinking,浪淘沙,秋江夜泊,孤舟一叶渡寒空,0.8699,0.3333,0.5366
doubao-seed-2.0-pro,祝英台近,枫桥晚望有寄,黯延伫,qwen3.6-plus,祝英台近,江晨,正凝伫,0.8694,0.3333,0.5361
deepseek-3.2-thinking,沁园春,星海遐思,看斗转星移,deepseek-3.2-thinking,清平乐,夜读,星移斗转长空,0.8996,0.3636,0.5359
glm-5,祝英台近,秋夜怀人,谩凝伫,glm-5,祝英台近,秋夜怀远,漫凝眸,0.8690,0.3333,0.5357
doubao-seed-2.0-pro,祝英台近,客中忆吴兴旧隐,何处问归路,qwen3.6-plus,浪淘沙,秋江夜泊,欲问归期何处是,0.8685,0.3333,0.5351
doubao-seed-2.0-pro,祝英台近,客中忆吴兴旧隐,何处问归路,qwen3.6-plus,浪淘沙,秋江夜泊,欲问归期何处是,0.8685,0.3333,0.5351
qwen3.6-plus,菩萨蛮,秋思,一叶下孤舟,qwen3.6-plus,菩萨蛮,秋江暮望,孤舟一叶随潮去,0.8680,0.3333,0.5346
doubao-seed-2.0-pro,菩萨蛮,横塘晚归,渔歌隔岸听,doubao-seed-2.0-pro,浪淘沙,吴江晚泊,隔岸数声渔笛晚,0.8680,0.3333,0.5346
qwen3.6-plus,沁园春,秋江独眺,苍茫独立江关,glm-5,菩萨蛮,探梅,独立苍茫路,0.8975,0.3636,0.5338
doubao-seed-2.0-pro,沁园春,钱塘观潮,危栏倚,glm-5,祝英台近,暮秋怀远,立危阑,0.8661,0.3333,0.5328
doubao-seed-2.0-pro,祝英台近,枫桥晚望有寄,黯延伫,doubao-seed-2.0-pro,祝英台近,秋窗忆远,暗凝伫,0.8656,0.3333,0.5323
doubao-seed-2.0-pro,祝英台近,枫桥晚望有寄,黯延伫,doubao-seed-2.0-pro,祝英台近,枫桥晚泊怀旧,暗凝伫,0.8656,0.3333,0.5323
