句1模型,句1词牌,句1题目,句1内容,句2模型,句2词牌,句2题目,句2内容,语义相似度,字面相似度,差值(伪原创指数)
deepseek-3.2-thinking,浪淘沙,遇白玉兰有感,冰肌玉骨傲春寒,doubao-seed-2.0-pro,沁园春,校道见玉兰花作,抱冰肌雪魄,0.8632,0.3333,0.5298
deepseek-3.2-thinking,清平乐,玉兰春悟,霎那灵光顿悟,deepseek-3.2-thinking,清平乐,见玉兰有感,顿悟灵光一闪,0.8631,0.3333,0.5297
deepseek-3.2-thinking,清平乐,白玉兰开有感,洗尽尘烦俗虑,deepseek-3.2-thinking,祝英台近,玉兰吟,顿消尘世烦忧,0.8628,0.3333,0.5295
deepseek-3.2-thinking,菩萨蛮,白玉兰下感怀,皎洁如明镜,qwen3.6-plus,清平乐,玉兰引,皎皎清姿照眼明,0.8625,0.3333,0.5292
doubao-seed-2.0-pro,祝英台近,暮春见玉兰偶作,笺字皱,doubao-seed-2.0-pro,祝英台近,寓舍见玉兰花作,笺褪墨,0.8624,0.3333,0.5290
doubao-seed-2.0-pro,祝英台近,校中见玉兰感怀,笺字皱,doubao-seed-2.0-pro,祝英台近,寓舍见玉兰花作,笺褪墨,0.8624,0.3333,0.5290
doubao-seed-2.0-pro,祝英台近,校道见玉兰花作,案书堆,doubao-seed-2.0-pro,祝英台近,校隅见玉兰作,笺积案,0.8623,0.3333,0.5289
qwen3.6-plus,清平乐,玉兰照影,素萼破寒轻绽,qwen3.6-plus,清平乐,春院见玉兰有感,冰姿轻破春寒,0.8623,0.3333,0.5289
doubao-seed-2.0-pro,祝英台近,校隅见玉兰作,笺积案,doubao-seed-2.0-pro,祝英台近,校隅见玉兰作,案笺残,0.8619,0.3333,0.5286
deepseek-3.2-thinking,清平乐,玉兰春悟,冰姿玉骨皑皑,deepseek-3.2-thinking,清平乐,见玉兰有感,皎洁似雪皑皑,0.8617,0.3333,0.5283
qwen3.6-plus,祝英台近,玉兰辞,寒砚冷,doubao-seed-2.0-pro,祝英台近,校中见玉兰感怀,砚生寒,0.8616,0.3333,0.5283
qwen3.6-plus,祝英台近,玉兰春醒,寒砚冷,doubao-seed-2.0-pro,祝英台近,校中见玉兰感怀,砚生寒,0.8616,0.3333,0.5283
qwen3.6-plus,祝英台近,见庭前玉兰有感,忽凝伫,doubao-seed-2.0-pro,祝英台近,寓所阶前见玉兰作,黯凝睇,0.8612,0.3333,0.5279
deepseek-3.2-thinking,浪淘沙,春见玉兰感怀,面试几番难,doubao-seed-2.0-pro,浪淘沙,院隅见玉兰作,几番面试遇冰霜,0.8603,0.3333,0.5269
qwen3.6-plus,清平乐,春院见玉兰有感,冰姿轻破春寒,doubao-seed-2.0-pro,祝英台近,校隅见玉兰作,素艳破轻寒,0.8903,0.3636,0.5267
deepseek-3.2-thinking,沁园春,见玉兰感怀,空回首,doubao-seed-2.0-pro,沁园春,寓舍见玉兰花感作,重抬首,0.8594,0.3333,0.5260
deepseek-3.2-thinking,沁园春,见玉兰有感,空回首,doubao-seed-2.0-pro,沁园春,校隅见玉兰抒怀,重抬首,0.8594,0.3333,0.5260
deepseek-3.2-thinking,沁园春,见玉兰有感,空回首,doubao-seed-2.0-pro,沁园春,寓舍见玉兰花感作,重抬首,0.8594,0.3333,0.5260
deepseek-3.2-thinking,沁园春,见玉兰感怀,空回首,doubao-seed-2.0-pro,沁园春,校隅见玉兰抒怀,重抬首,0.8594,0.3333,0.5260
deepseek-3.2-thinking,沁园春,玉兰新悟,空回首,doubao-seed-2.0-pro,沁园春,校隅见玉兰抒怀,重抬首,0.8594,0.3333,0.5260
deepseek-3.2-thinking,沁园春,玉兰新悟,空回首,doubao-seed-2.0-pro,沁园春,寓舍见玉兰花感作,重抬首,0.8594,0.3333,0.5260
qwen3.6-plus,浪淘沙,玉兰吟,面试几回难,doubao-seed-2.0-pro,浪淘沙,阶前见玉兰作,几回面试叹偏差,0.8588,0.3333,0.5255
qwen3.6-plus,沁园春,玉兰书怀,有寒枝破萼,qwen3.6-plus,祝英台近,玉兰庭立,素萼初破寒枝,0.8891,0.3636,0.5255
doubao-seed-2.0-pro,沁园春,校中见玉兰花作,凝眸久,doubao-seed-2.0-pro,祝英台近,校径见玉兰花感作,久凝伫,0.8588,0.3333,0.5254
doubao-seed-2.0-pro,祝英台近,校中见白玉兰感怀,久凝伫,doubao-seed-2.0-pro,沁园春,檐下见玉兰作,凝眸久,0.8588,0.3333,0.5254
doubao-seed-2.0-pro,沁园春,暮春观玉兰抒怀,凝眸久,doubao-seed-2.0-pro,祝英台近,校径见玉兰花感作,久凝伫,0.8588,0.3333,0.5254
doubao-seed-2.0-pro,沁园春,春日见玉兰感怀,凝眸久,doubao-seed-2.0-pro,祝英台近,校径见玉兰花感作,久凝伫,0.8588,0.3333,0.5254
doubao-seed-2.0-pro,沁园春,庭前见玉兰作,凝眸久,doubao-seed-2.0-pro,祝英台近,校径见玉兰花感作,久凝伫,0.8588,0.3333,0.5254
doubao-seed-2.0-pro,沁园春,校中见玉兰花作,凝眸久,doubao-seed-2.0-pro,祝英台近,校中见白玉兰感怀,久凝伫,0.8588,0.3333,0.5254
doubao-seed-2.0-pro,祝英台近,寓舍见玉兰花作,久凝伫,doubao-seed-2.0-pro,沁园春,校道见玉兰花作,凝眸久,0.8588,0.3333,0.5254
doubao-seed-2.0-pro,祝英台近,寓舍见玉兰花作,久凝伫,doubao-seed-2.0-pro,沁园春,春日见玉兰感怀,凝眸久,0.8588,0.3333,0.5254
doubao-seed-2.0-pro,祝英台近,校径见玉兰花感作,久凝伫,doubao-seed-2.0-pro,沁园春,校道见玉兰花作,凝眸久,0.8588,0.3333,0.5254
doubao-seed-2.0-pro,祝英台近,校中见白玉兰感怀,久凝伫,doubao-seed-2.0-pro,沁园春,校道见玉兰花作,凝眸久,0.8588,0.3333,0.5254
doubao-seed-2.0-pro,祝英台近,校径见玉兰花感作,久凝伫,doubao-seed-2.0-pro,沁园春,檐下见玉兰作,凝眸久,0.8588,0.3333,0.5254
doubao-seed-2.0-pro,沁园春,校中见玉兰花作,凝眸久,doubao-seed-2.0-pro,祝英台近,寓舍见玉兰花作,久凝伫,0.8588,0.3333,0.5254
doubao-seed-2.0-pro,沁园春,暮春观玉兰抒怀,凝眸久,doubao-seed-2.0-pro,祝英台近,寓舍见玉兰花作,久凝伫,0.8588,0.3333,0.5254
doubao-seed-2.0-pro,沁园春,暮春观玉兰抒怀,凝眸久,doubao-seed-2.0-pro,祝英台近,校中见白玉兰感怀,久凝伫,0.8588,0.3333,0.5254
deepseek-3.2-thinking,沁园春,暮春见玉兰感赋,凝眸久,doubao-seed-2.0-pro,祝英台近,寓舍见玉兰花作,久凝伫,0.8588,0.3333,0.5254
doubao-seed-2.0-pro,祝英台近,寓舍见玉兰花作,久凝伫,doubao-seed-2.0-pro,沁园春,檐下见玉兰作,凝眸久,0.8588,0.3333,0.5254
doubao-seed-2.0-pro,祝英台近,校中见白玉兰感怀,久凝伫,doubao-seed-2.0-pro,沁园春,庭前见玉兰作,凝眸久,0.8588,0.3333,0.5254
doubao-seed-2.0-pro,祝英台近,寓舍见玉兰花作,久凝伫,doubao-seed-2.0-pro,沁园春,庭前见玉兰作,凝眸久,0.8588,0.3333,0.5254
doubao-seed-2.0-pro,祝英台近,校中见白玉兰感怀,久凝伫,doubao-seed-2.0-pro,沁园春,春日见玉兰感怀,凝眸久,0.8588,0.3333,0.5254
deepseek-3.2-thinking,沁园春,暮春见玉兰感赋,凝眸久,doubao-seed-2.0-pro,祝英台近,校中见白玉兰感怀,久凝伫,0.8588,0.3333,0.5254
deepseek-3.2-thinking,沁园春,暮春见玉兰感赋,凝眸久,doubao-seed-2.0-pro,祝英台近,校径见玉兰花感作,久凝伫,0.8588,0.3333,0.5254
qwen3.6-plus,祝英台近,玉兰春醒,琼英缀雪枝头,doubao-seed-2.0-pro,浪淘沙,校园见白玉兰感作,玉雪缀枝桠,0.8883,0.3636,0.5247
deepseek-3.2-thinking,祝英台近,见玉兰感怀,凝眸伫,doubao-seed-2.0-pro,祝英台近,寓所阶前见玉兰作,黯凝睇,0.8580,0.3333,0.5246
doubao-seed-2.0-pro,祝英台近,寓舍见玉兰花作,久凝伫,doubao-seed-2.0-pro,祝英台近,寓所阶前见玉兰作,黯凝睇,0.8579,0.3333,0.5245
doubao-seed-2.0-pro,祝英台近,校径见玉兰花感作,久凝伫,doubao-seed-2.0-pro,祝英台近,寓所阶前见玉兰作,黯凝睇,0.8579,0.3333,0.5245
doubao-seed-2.0-pro,祝英台近,校中见白玉兰感怀,久凝伫,doubao-seed-2.0-pro,祝英台近,寓所阶前见玉兰作,黯凝睇,0.8579,0.3333,0.5245
qwen3.6-plus,祝英台近,观庭前玉兰有悟,独凝伫,doubao-seed-2.0-pro,祝英台近,寓所阶前见玉兰作,黯凝睇,0.8578,0.3333,0.5245
doubao-seed-2.0-pro,祝英台近,校中见玉兰偶作,忽惊琼萼堆云,doubao-seed-2.0-pro,祝英台近,校中见玉兰作,忽见玉蕊堆琼,0.8574,0.3333,0.5240
deepseek-3.2-thinking,祝英台近,见玉兰感怀,凝眸伫,doubao-seed-2.0-pro,沁园春,校中见玉兰感作,抬眸望,0.8573,0.3333,0.5240
deepseek-3.2-thinking,祝英台近,见玉兰感怀,凝眸伫,doubao-seed-2.0-pro,沁园春,校中见玉兰感作,抬眸望,0.8573,0.3333,0.5240
deepseek-3.2-thinking,祝英台近,见玉兰感怀,凝眸伫,doubao-seed-2.0-pro,沁园春,校中观白玉兰感怀,抬眸望,0.8573,0.3333,0.5240
deepseek-3.2-thinking,清平乐,玉兰见志,风姿独傲冰霜,deepseek-3.2-thinking,沁园春,见玉兰感赋,想冰姿傲雪,0.8871,0.3636,0.5235
doubao-seed-2.0-pro,清平乐,庭前观玉兰花作,阶前素萼堆琼,doubao-seed-2.0-pro,清平乐,校隅见玉兰有感,檐前玉蕊堆银,0.8565,0.3333,0.5232
deepseek-3.2-thinking,浪淘沙,见玉兰感怀,素影翩翩,deepseek-3.2-thinking,沁园春,玉兰吟,翩跹,0.8562,0.3333,0.5229
deepseek-3.2-thinking,沁园春,白玉兰感怀,凭栏久,qwen3.6-plus,沁园春,玉兰初绽有感,凭阑处,0.8558,0.3333,0.5225
qwen3.6-plus,沁园春,玉兰初绽有感,凭阑处,qwen3.6-plus,沁园春,玉兰有感,凭栏久,0.8558,0.3333,0.5225
qwen3.6-plus,沁园春,玉兰吟,凭栏久,qwen3.6-plus,沁园春,玉兰初绽有感,凭阑处,0.8558,0.3333,0.5225
qwen3.6-plus,沁园春,玉兰初绽有感,凭阑处,qwen3.6-plus,沁园春,玉兰见志,凭栏久,0.8558,0.3333,0.5225
qwen3.6-plus,沁园春,玉兰初绽有感,凭阑处,doubao-seed-2.0-pro,沁园春,寓舍见玉兰花作,凭栏久,0.8558,0.3333,0.5225
qwen3.6-plus,沁园春,玉兰引,凭栏久,qwen3.6-plus,沁园春,玉兰初绽有感,凭阑处,0.8558,0.3333,0.5225
qwen3.6-plus,祝英台近,观庭前玉兰有悟,独凝伫,doubao-seed-2.0-pro,沁园春,见玉兰有感,凝立久,0.8558,0.3333,0.5224
doubao-seed-2.0-pro,祝英台近,校道见玉兰花作,立凝伫,doubao-seed-2.0-pro,祝英台近,寓舍见玉兰感作,悄凝睇,0.8556,0.3333,0.5223
deepseek-3.2-thinking,祝英台近,见玉兰感怀,皎洁映清曙,doubao-seed-2.0-pro,浪淘沙,校隅见玉兰感作,素姿皎皎映天光,0.8552,0.3333,0.5219
qwen3.6-plus,沁园春,玉兰有感,忽琼枝缀雪,doubao-seed-2.0-pro,浪淘沙,春日见玉兰感怀,忽见玉雪缀枝端,0.8549,0.3333,0.5216
qwen3.6-plus,祝英台近,玉兰春醒,琼英缀雪枝头,doubao-seed-2.0-pro,菩萨蛮,春日见玉兰作,枝头琼蕊绽,0.8850,0.3636,0.5214
doubao-seed-2.0-pro,祝英台近,寓舍见玉兰花作,任他世路岖嵚,doubao-seed-2.0-pro,祝英台近,暮春见庭中玉兰感作,纵教前路崎嵚,0.8547,0.3333,0.5214
deepseek-3.2-thinking,清平乐,见玉兰有感,玉兰初绽琼枝,qwen3.6-plus,沁园春,玉兰启悟,琼枝初绽,0.9207,0.4000,0.5207
deepseek-3.2-thinking,沁园春,玉兰春悟,冰肌雪骨,deepseek-3.2-thinking,浪淘沙,见玉兰有感,玉骨冰肌耐岁寒,0.8842,0.3636,0.5206
qwen3.6-plus,祝英台近,玉兰辞,惊残卷,qwen3.6-plus,祝英台近,白玉兰下,卷残书,0.8538,0.3333,0.5204
doubao-seed-2.0-pro,祝英台近,校隅见玉兰感怀,卷堆床,doubao-seed-2.0-pro,祝英台近,寓舍见玉兰作,堆卷册,0.8537,0.3333,0.5204
deepseek-3.2-thinking,祝英台近,见玉兰有感,乍凝伫,doubao-seed-2.0-pro,祝英台近,寓所阶前见玉兰作,黯凝睇,0.8533,0.3333,0.5199
deepseek-3.2-thinking,清平乐,见玉兰感怀,洁白似雪皑皑,deepseek-3.2-thinking,清平乐,玉兰新悟,玉兰洁白如霜,0.8529,0.3333,0.5196
deepseek-3.2-thinking,清平乐,见玉兰有感,洁白似雪皑皑,deepseek-3.2-thinking,清平乐,玉兰新悟,玉兰洁白如霜,0.8529,0.3333,0.5196
qwen3.6-plus,浪淘沙,玉兰引,长夜对孤灯,qwen3.6-plus,沁园春,玉兰启思,孤影长对夜将阑,0.8525,0.3333,0.5192
deepseek-3.2-thinking,浪淘沙,见玉兰感怀,玉蕊缀枝头,doubao-seed-2.0-pro,菩萨蛮,春日见玉兰作,枝头琼蕊绽,0.9191,0.4000,0.5191
deepseek-3.2-thinking,浪淘沙,玉兰春悟,冰肌玉骨傲春寒,qwen3.6-plus,沁园春,玉兰,正冰肌胜雪,0.8522,0.3333,0.5188
deepseek-3.2-thinking,浪淘沙,遇白玉兰有感,冰肌玉骨傲春寒,qwen3.6-plus,沁园春,玉兰,正冰肌胜雪,0.8522,0.3333,0.5188
deepseek-3.2-thinking,沁园春,玉兰春感,有冰肌雪魄,deepseek-3.2-thinking,菩萨蛮,遇玉兰有感,冰肌玉骨霜前绮,0.8516,0.3333,0.5183
doubao-seed-2.0-pro,沁园春,校院见玉兰偶作,闲凝伫,doubao-seed-2.0-pro,祝英台近,寓舍见玉兰感作,悄凝睇,0.8514,0.3333,0.5181
doubao-seed-2.0-pro,沁园春,寓舍见玉兰花感作,闲凝伫,doubao-seed-2.0-pro,祝英台近,寓舍见玉兰感作,悄凝睇,0.8514,0.3333,0.5181
deepseek-3.2-thinking,浪淘沙,玉兰吟,心灰意冷似寒烟,deepseek-3.2-thinking,祝英台近,玉兰新悟,意冷心灰,0.8814,0.3636,0.5178
deepseek-3.2-thinking,清平乐,白玉兰开有感,忽看玉树琼葩,qwen3.6-plus,祝英台近,玉兰启思,忽见琼树凝香,0.8504,0.3333,0.5171
deepseek-3.2-thinking,祝英台近,见玉兰感怀,皎洁映清曙,qwen3.6-plus,清平乐,玉兰引,皎皎清姿照眼明,0.8504,0.3333,0.5171
deepseek-3.2-thinking,清平乐,玉兰见志,玉树琼枝花正俏,deepseek-3.2-thinking,沁园春,玉兰春悟,看琼枝玉蕊,0.8502,0.3333,0.5168
deepseek-3.2-thinking,清平乐,玉兰新悟,冰姿素影清华,doubao-seed-2.0-pro,菩萨蛮,小园见玉兰作,素姿清胜雪,0.8802,0.3636,0.5165
deepseek-3.2-thinking,浪淘沙,遇白玉兰有感,冰肌玉骨傲春寒,deepseek-3.2-thinking,浪淘沙,见玉兰有感,玉骨冰肌耐岁寒,0.9430,0.4286,0.5144
deepseek-3.2-thinking,浪淘沙,玉兰春悟,冰肌玉骨傲春寒,deepseek-3.2-thinking,浪淘沙,见玉兰有感,玉骨冰肌耐岁寒,0.9430,0.4286,0.5144
deepseek-3.2-thinking,沁园春,见玉兰有感,清辉皎皎,doubao-seed-2.0-pro,浪淘沙,校隅见玉兰感作,素姿皎皎映天光,0.8770,0.3636,0.5133
deepseek-3.2-thinking,沁园春,见玉兰有感,清辉皎皎,doubao-seed-2.0-pro,菩萨蛮,街隅见玉兰有感,皎皎清辉洁,0.9576,0.4444,0.5132
deepseek-3.2-thinking,清平乐,白玉兰开有感,洗尽尘烦俗虑,doubao-seed-2.0-pro,菩萨蛮,校园见玉兰作,尘襟消俗恼,0.8766,0.3636,0.5130
deepseek-3.2-thinking,菩萨蛮,见玉兰有感,冰肌凝素雪,doubao-seed-2.0-pro,清平乐,校园见玉兰花有作,冰肌浣尽清霜,0.8762,0.3636,0.5126
doubao-seed-2.0-pro,菩萨蛮,春日校园见玉兰感作,轻寒透薄裾,doubao-seed-2.0-pro,菩萨蛮,校中见玉兰偶作,风透薄衫寒,0.9125,0.4000,0.5125
deepseek-3.2-thinking,浪淘沙,遇白玉兰有感,冰肌玉骨傲春寒,deepseek-3.2-thinking,沁园春,见玉兰有感,冰魂傲骨,0.8760,0.3636,0.5124
deepseek-3.2-thinking,沁园春,见玉兰有感,冰魂傲骨,deepseek-3.2-thinking,浪淘沙,玉兰春悟,冰肌玉骨傲春寒,0.8760,0.3636,0.5124
deepseek-3.2-thinking,浪淘沙,玉兰咏怀,素影清辉含露重,doubao-seed-2.0-pro,祝英台近,寓舍见玉兰花作,素光凝露,0.8754,0.3636,0.5117
deepseek-3.2-thinking,浪淘沙,遇挫见玉兰有感,洗净尘埃心自阔,deepseek-3.2-thinking,祝英台近,玉兰悟,尘心洗净,0.8740,0.3636,0.5104
deepseek-3.2-thinking,浪淘沙,遇挫见玉兰有感,洗净尘埃心自阔,deepseek-3.2-thinking,祝英台近,见玉兰有感,尘心洗净,0.8740,0.3636,0.5104
deepseek-3.2-thinking,菩萨蛮,见玉兰有感,风来香暗送,doubao-seed-2.0-pro,菩萨蛮,书馆外见玉兰有感,风递暗香来,0.9097,0.4000,0.5097
qwen3.6-plus,沁园春,玉兰书怀,有寒枝破萼,qwen3.6-plus,清平乐,玉兰初霁,素英忽破寒枝,0.8732,0.3636,0.5096
deepseek-3.2-thinking,清平乐,玉兰见志,风姿独傲冰霜,deepseek-3.2-thinking,沁园春,见玉兰有感,清姿傲雪,0.9087,0.4000,0.5087
deepseek-3.2-thinking,浪淘沙,见玉兰抒怀,玉兰绽素芳,deepseek-3.2-thinking,浪淘沙,遇挫见玉兰有感,玉树绽芳兰,0.9085,0.4000,0.5085
deepseek-3.2-thinking,沁园春,见玉兰有感,清辉皎皎,doubao-seed-2.0-pro,菩萨蛮,春日见玉兰偶作,皎皎清辉彻,0.9521,0.4444,0.5076
deepseek-3.2-thinking,祝英台近,玉兰感怀,玉骨冰肌,deepseek-3.2-thinking,沁园春,白玉兰吟,有冰肌玉骨,0.9515,0.4444,0.5071
deepseek-3.2-thinking,沁园春,见玉兰有感,玉骨冰肌,deepseek-3.2-thinking,沁园春,白玉兰吟,有冰肌玉骨,0.9515,0.4444,0.5071
qwen3.6-plus,清平乐,玉雪辞,独立空阶凝伫,doubao-seed-2.0-pro,浪淘沙,庭中观玉兰作,独伫阶前,0.9067,0.4000,0.5067
deepseek-3.2-thinking,清平乐,白玉兰,悟得生命方长,deepseek-3.2-thinking,祝英台近,玉兰吟,生命有真悟,0.8702,0.3636,0.5066
deepseek-3.2-thinking,沁园春,见玉兰有感,玉骨冰肌,deepseek-3.2-thinking,菩萨蛮,见玉兰有感,冰肌玉骨迎风笑,0.8699,0.3636,0.5062
deepseek-3.2-thinking,祝英台近,玉兰感怀,玉骨冰肌,deepseek-3.2-thinking,菩萨蛮,见玉兰有感,冰肌玉骨迎风笑,0.8699,0.3636,0.5062
deepseek-3.2-thinking,祝英台近,见玉兰感怀,皎洁映清曙,doubao-seed-2.0-pro,菩萨蛮,街隅见玉兰有感,皎皎清辉洁,0.9059,0.4000,0.5059
deepseek-3.2-thinking,祝英台近,见玉兰有感,玉质冰心向天语,deepseek-3.2-thinking,沁园春,白玉兰春感,冰心玉质,0.8693,0.3636,0.5057
qwen3.6-plus,浪淘沙,玉兰照影,素萼破霜英,qwen3.6-plus,清平乐,玉兰启悟,素英破雪初妆,0.8682,0.3636,0.5045
doubao-seed-2.0-pro,菩萨蛮,郊行见玉兰有感,琼葩凝素雪,doubao-seed-2.0-pro,沁园春,见校园玉兰盛开感怀,琼英似雪凝霜,0.8679,0.3636,0.5043
deepseek-3.2-thinking,清平乐,玉兰新悟,顿悟生命实在,deepseek-3.2-thinking,祝英台近,玉兰吟,生命有真悟,0.8676,0.3636,0.5040
doubao-seed-2.0-pro,清平乐,校道见玉兰感作,冰肌玉骨凝霜,doubao-seed-2.0-pro,沁园春,校道见玉兰花作,抱冰肌雪魄,0.8674,0.3636,0.5037
qwen3.6-plus,浪淘沙,玉兰吟,素萼破春寒,qwen3.6-plus,清平乐,玉兰启悟,素英破雪初妆,0.8666,0.3636,0.5029
deepseek-3.2-thinking,沁园春,见玉兰感赋,琼萼凌寒绽笑颜,qwen3.6-plus,沁园春,玉兰启思,玉萼冲寒,0.8659,0.3636,0.5023
deepseek-3.2-thinking,祝英台近,玉兰吟,似琼花缀满枝,qwen3.6-plus,沁园春,玉兰有感,忽琼枝缀雪,0.8650,0.3636,0.5014
qwen3.6-plus,菩萨蛮,初春见玉兰有感,冰姿凝素洁,doubao-seed-2.0-pro,清平乐,校中见玉兰作,冰姿皎皎清寒,0.8647,0.3636,0.5011
deepseek-3.2-thinking,沁园春,玉兰春悟,对斜阳孤影,qwen3.6-plus,菩萨蛮,玉兰启怀,孤影立斜阳,0.9011,0.4000,0.5011
deepseek-3.2-thinking,菩萨蛮,玉兰新悟,芳姿素雅凌空绽,doubao-seed-2.0-pro,祝英台近,校中见白玉兰感怀,素艳凌霜,0.8645,0.3636,0.5009
doubao-seed-2.0-pro,沁园春,见校园玉兰盛开感怀,琼英似雪凝霜,doubao-seed-2.0-pro,菩萨蛮,校园见玉兰感怀,素艳凝霜雪,0.8640,0.3636,0.5004
qwen3.6-plus,沁园春,玉兰书怀,有寒枝破萼,qwen3.6-plus,菩萨蛮,春庭见玉兰有感,素萼破寒枝,0.9002,0.4000,0.5002
qwen3.6-plus,沁园春,玉兰书怀,有寒枝破萼,qwen3.6-plus,菩萨蛮,见玉兰有感,素萼破寒枝,0.9002,0.4000,0.5002
deepseek-3.2-thinking,沁园春,玉兰春感,有冰肌雪魄,doubao-seed-2.0-pro,清平乐,校道见玉兰感作,冰肌玉骨凝霜,0.8634,0.3636,0.4998
deepseek-3.2-thinking,浪淘沙,遇白玉兰有感,冰肌玉骨傲春寒,qwen3.6-plus,沁园春,玉兰下自警,冰肌自洁,0.8634,0.3636,0.4997
deepseek-3.2-thinking,浪淘沙,玉兰春悟,冰肌玉骨傲春寒,qwen3.6-plus,沁园春,玉兰下自警,冰肌自洁,0.8634,0.3636,0.4997
doubao-seed-2.0-pro,菩萨蛮,校中见玉兰有作,堆窗卷帙愁难理,doubao-seed-2.0-pro,沁园春,校隅见玉兰作,卷帙堆窗,0.8632,0.3636,0.4995
doubao-seed-2.0-pro,菩萨蛮,校中见玉兰有作,堆窗卷帙愁难理,doubao-seed-2.0-pro,沁园春,校中观玉兰有感,卷帙堆窗,0.8632,0.3636,0.4995
qwen3.6-plus,沁园春,春庭见玉兰有感,卷帙堆窗,doubao-seed-2.0-pro,菩萨蛮,校中见玉兰有作,堆窗卷帙愁难理,0.8632,0.3636,0.4995
deepseek-3.2-thinking,菩萨蛮,见玉兰有感,皎皎凝霜色,doubao-seed-2.0-pro,清平乐,校中见玉兰作,冰姿皎皎清寒,0.8632,0.3636,0.4995
deepseek-3.2-thinking,菩萨蛮,见玉兰有感,冰肌凝素雪,doubao-seed-2.0-pro,清平乐,校园见白玉兰作,冰肌皎若新霜,0.8626,0.3636,0.4989
deepseek-3.2-thinking,沁园春,玉兰赋怀,琼花初绽,deepseek-3.2-thinking,清平乐,见玉兰有感,玉兰初绽琼枝,0.8989,0.4000,0.4989
deepseek-3.2-thinking,清平乐,见玉兰有感,素华皎洁如霜,deepseek-3.2-thinking,菩萨蛮,见玉兰有感,皎皎凝霜色,0.8615,0.3636,0.4978
deepseek-3.2-thinking,沁园春,见玉兰有感,对残灯孤影,qwen3.6-plus,清平乐,玉兰照影,长对孤灯残漏,0.8608,0.3636,0.4972
qwen3.6-plus,祝英台近,玉兰树下有感,皎皎冰姿,doubao-seed-2.0-pro,浪淘沙,校隅见玉兰感作,素姿皎皎映天光,0.8606,0.3636,0.4969
deepseek-3.2-thinking,祝英台近,玉兰感怀,玉骨冰肌,deepseek-3.2-thinking,沁园春,白玉兰吟,冰肌玉骨,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,白玉兰吟,冰肌玉骨,deepseek-3.2-thinking,沁园春,见玉兰有感,玉骨冰肌,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,见玉兰有感,玉骨冰肌,deepseek-3.2-thinking,沁园春,白玉兰吟,冰肌玉骨,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,见玉兰有感,玉骨冰肌,doubao-seed-2.0-pro,祝英台近,暮春见玉兰感作,冰肌玉骨,0.9964,0.5000,0.4964
deepseek-3.2-thinking,祝英台近,玉兰感怀,玉骨冰肌,deepseek-3.2-thinking,沁园春,白玉兰吟,冰肌玉骨,0.9964,0.5000,0.4964
deepseek-3.2-thinking,祝英台近,玉兰感怀,玉骨冰肌,qwen3.6-plus,祝英台近,玉兰见志,冰肌玉骨,0.9964,0.5000,0.4964
deepseek-3.2-thinking,祝英台近,玉兰感怀,玉骨冰肌,doubao-seed-2.0-pro,祝英台近,暮春见玉兰感作,冰肌玉骨,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,见玉兰有感,玉骨冰肌,qwen3.6-plus,祝英台近,玉兰见志,冰肌玉骨,0.9964,0.5000,0.4964
qwen3.6-plus,沁园春,玉兰吟,素萼冲寒,qwen3.6-plus,菩萨蛮,玉兰吟,素蕊凝霜寒未褪,0.8598,0.3636,0.4962
deepseek-3.2-thinking,菩萨蛮,见玉兰有感,冰肌凝素雪,doubao-seed-2.0-pro,祝英台近,春暮见玉兰感作,冰肌缀清岫,0.8959,0.4000,0.4959
deepseek-3.2-thinking,清平乐,见玉兰有感,素华皎洁如霜,doubao-seed-2.0-pro,菩萨蛮,街隅见玉兰有感,皎皎清辉洁,0.8589,0.3636,0.4953
deepseek-3.2-thinking,浪淘沙,遇玉兰有感,玉骨冰心香自传,deepseek-3.2-thinking,沁园春,玉兰新绽,冰心玉骨,0.8583,0.3636,0.4947
qwen3.6-plus,清平乐,玉兰照影,冷透青衫春峭,doubao-seed-2.0-pro,菩萨蛮,校中见玉兰偶作,风透薄衫寒,0.8570,0.3636,0.4934
deepseek-3.2-thinking,清平乐,挫折后见玉兰,青衫泪湿,qwen3.6-plus,菩萨蛮,玉阑春望,泪湿青衫领,0.9370,0.4444,0.4926
deepseek-3.2-thinking,清平乐,见玉兰感怀,悟得人生真谛,deepseek-3.2-thinking,祝英台近,见玉兰有感,真谛顿悟,0.8924,0.4000,0.4924
qwen3.6-plus,祝英台近,玉兰庭畔,素萼初凝,qwen3.6-plus,菩萨蛮,玉兰吟,素蕊凝霜寒未褪,0.8545,0.3636,0.4909
deepseek-3.2-thinking,祝英台近,玉兰感怀,玉骨冰肌,deepseek-3.2-thinking,沁园春,见玉兰有感,叹冰肌玉骨,0.9352,0.4444,0.4908
deepseek-3.2-thinking,沁园春,见玉兰有感,叹冰肌玉骨,deepseek-3.2-thinking,沁园春,见玉兰有感,玉骨冰肌,0.9352,0.4444,0.4908
deepseek-3.2-thinking,沁园春,玉兰春悟,对寒窗孤影,qwen3.6-plus,祝英台近,玉兰吟,孤影对寒牖,0.8905,0.4000,0.4905
