词ID,模型,词牌,题目,句数,平均语义相似度,平均字面相似度,最高语义相似度,最高字面相似度
356,qwen3.6-plus,浪淘沙,秋江晚望,10,0.3037,0.0000,0.4961,0.0000
71,doubao-seed-2.0-pro,清平乐,春山闲行,8,0.3037,0.0060,0.4965,0.1667
542,deepseek-3.2-thinking,沁园春,春游感旧,25,0.3035,0.0051,0.6496,0.5000
530,deepseek-3.2-thinking,沁园春,秋日登高,26,0.3034,0.0034,0.6125,0.2500
255,qwen3.6-plus,浪淘沙,秋江吟,11,0.3033,0.0113,0.5974,0.2000
400,deepseek-3.2-thinking,浪淘沙,江晚,10,0.3030,0.0063,0.5568,0.1429
624,glm-5,清平乐,秋夜感怀,8,0.3030,0.0060,0.4500,0.1667
587,deepseek-3.2-thinking,菩萨蛮,秋江夜泊,8,0.3026,0.0000,0.5103,0.0000
377,qwen3.6-plus,沁园春,秋江夜眺,25,0.3025,0.0076,0.6952,0.2500
397,deepseek-3.2-thinking,浪淘沙,云壑晓行,10,0.3024,0.0037,0.6536,0.1667
537,deepseek-3.2-thinking,沁园春,春暮游湖,25,0.3022,0.0018,0.6586,0.1818
660,glm-5,沁园春,冬怀,25,0.3018,0.0074,0.6337,0.2857
98,doubao-seed-2.0-pro,沁园春,秋登北固山怀古,25,0.3018,0.0033,0.7282,0.2222
122,doubao-seed-2.0-pro,祝英台近,秋晚过故园,16,0.3016,0.0023,0.6000,0.1538
365,qwen3.6-plus,清平乐,秋夜书怀,8,0.3012,0.0000,0.5431,0.0000
581,deepseek-3.2-thinking,沁园春,暮云,25,0.3012,0.0079,0.6156,0.2857
455,deepseek-3.2-thinking,清平乐,屏间意,8,0.3011,0.0000,0.4847,0.0000
407,deepseek-3.2-thinking,菩萨蛮,秋夜感怀,8,0.3011,0.0060,0.4861,0.1667
418,deepseek-3.2-thinking,浪淘沙,数字江湖,10,0.3011,0.0056,0.5777,0.2500
678,glm-5,沁园春,登楼晚望,25,0.3011,0.0079,0.6780,0.5000
230,qwen3.6-plus,沁园春,星垂平野,25,0.3008,0.0028,0.6861,0.2500
598,glm-5,浪淘沙,秋望,10,0.3005,0.0037,0.4324,0.1667
617,glm-5,菩萨蛮,秋山即事,8,0.3003,0.0131,0.5169,0.2000
512,deepseek-3.2-thinking,浪淘沙,秋夜听筝,10,0.3003,0.0000,0.5179,0.0000
379,qwen3.6-plus,沁园春,秋江晚眺,25,0.3001,0.0089,0.6061,0.2857
431,deepseek-3.2-thinking,浪淘沙,暮江吟,10,0.3000,0.0000,0.5406,0.0000
529,deepseek-3.2-thinking,沁园春,春暮感怀,25,0.2999,0.0040,0.6090,0.2500
590,glm-5,浪淘沙,江上偶感,10,0.2994,0.0113,0.4726,0.2222
415,deepseek-3.2-thinking,清平乐,山居晨趣,8,0.2993,0.0055,0.4780,0.1538
438,deepseek-3.2-thinking,菩萨蛮,夜读感怀,8,0.2993,0.0214,0.5639,0.2000
562,deepseek-3.2-thinking,祝英台近,秋夜寄友,16,0.2992,0.0010,0.6100,0.1250
459,deepseek-3.2-thinking,清平乐,山居晨趣,8,0.2991,0.0060,0.5955,0.1667
260,qwen3.6-plus,祝英台近,秋山行吟,14,0.2988,0.0056,0.6115,0.1818
477,deepseek-3.2-thinking,浪淘沙,江上夜思,10,0.2985,0.0128,0.4955,0.2500
393,deepseek-3.2-thinking,沁园春,智能时代遐思,25,0.2985,0.0041,0.6860,0.2500
677,glm-5,沁园春,秋暮登楼,26,0.2985,0.0080,0.6123,0.2857
390,deepseek-3.2-thinking,浪淘沙,江畔独步,10,0.2980,0.0040,0.6299,0.1818
433,deepseek-3.2-thinking,菩萨蛮,都市禅心,8,0.2976,0.0000,0.4909,0.0000
646,glm-5,浪淘沙,山居即事,10,0.2975,0.0172,0.5812,0.2500
466,deepseek-3.2-thinking,清平乐,数字秋思,8,0.2972,0.0000,0.5190,0.0000
670,glm-5,沁园春,夜观星图,25,0.2971,0.0063,0.6276,0.2500
266,qwen3.6-plus,沁园春,秋望,25,0.2971,0.0039,0.6249,0.2500
626,glm-5,菩萨蛮,夜雨怀人,8,0.2971,0.0000,0.5764,0.0000
70,doubao-seed-2.0-pro,菩萨蛮,枫江晚泊,8,0.2969,0.0000,0.5268,0.0000
523,deepseek-3.2-thinking,沁园春,江夜抒怀,26,0.2968,0.0028,0.5909,0.2857
457,deepseek-3.2-thinking,浪淘沙,暮江星夜,10,0.2968,0.0037,0.5446,0.1667
100,doubao-seed-2.0-pro,菩萨蛮,江口晚泊,8,0.2968,0.0000,0.5607,0.0000
602,glm-5,菩萨蛮,探梅,8,0.2968,0.0262,0.4582,0.2000
476,deepseek-3.2-thinking,清平乐,秋夜怀旧,8,0.2966,0.0071,0.5078,0.2000
574,deepseek-3.2-thinking,沁园春,秋日感怀,25,0.2964,0.0028,0.5813,0.2500
507,deepseek-3.2-thinking,沁园春,秋日登高感怀,25,0.2964,0.0063,0.7039,0.2500
292,qwen3.6-plus,沁园春,数字山河,21,0.2963,0.0043,0.5954,0.2500
105,doubao-seed-2.0-pro,菩萨蛮,秋江泊舟遇旧,8,0.2960,0.0000,0.4993,0.0000
496,deepseek-3.2-thinking,浪淘沙,夜航吟,10,0.2960,0.0212,0.4842,0.2222
543,deepseek-3.2-thinking,祝英台近,暮色感怀,16,0.2959,0.0081,0.6294,0.2857
514,deepseek-3.2-thinking,祝英台近,秋夜感怀,16,0.2959,0.0079,0.7321,0.2500
655,glm-5,沁园春,登海隅山,25,0.2957,0.0077,0.6876,0.2500
532,deepseek-3.2-thinking,沁园春,江夜怀古,25,0.2955,0.0095,0.7046,0.4444
454,deepseek-3.2-thinking,浪淘沙,江畔晚眺,10,0.2954,0.0072,0.6262,0.1818
405,deepseek-3.2-thinking,浪淘沙,江夜思,10,0.2952,0.0000,0.5641,0.0000
288,qwen3.6-plus,浪淘沙,秋江夜泊,10,0.2950,0.0037,0.6315,0.1667
606,glm-5,菩萨蛮,雪夜烹茶,8,0.2949,0.0000,0.4586,0.0000
650,glm-5,祝英台近,山居寄怀,16,0.2948,0.0042,0.6259,0.2222
249,qwen3.6-plus,浪淘沙,秋江夜泊,10,0.2947,0.0000,0.4594,0.0000
37,doubao-seed-2.0-pro,浪淘沙,客中秋思,10,0.2945,0.0032,0.6516,0.1429
488,deepseek-3.2-thinking,清平乐,夏夜感怀,8,0.2944,0.0000,0.5176,0.0000
540,deepseek-3.2-thinking,祝英台近,秋山夜话,16,0.2943,0.0010,0.6163,0.1250
24,doubao-seed-2.0-pro,浪淘沙,秋夜旅怀,10,0.2942,0.0040,0.5305,0.1818
652,glm-5,浪淘沙,江行感怀,10,0.2941,0.0040,0.5387,0.1818
339,qwen3.6-plus,浪淘沙,秋江客思,10,0.2940,0.0000,0.5688,0.0000
409,deepseek-3.2-thinking,浪淘沙,江夜,10,0.2928,0.0037,0.5338,0.1667
208,qwen3.6-plus,浪淘沙,秋江夜泊,10,0.2914,0.0000,0.5149,0.0000
445,deepseek-3.2-thinking,浪淘沙,数字江行,10,0.2914,0.0000,0.5426,0.0000
586,deepseek-3.2-thinking,沁园春,江畔行吟,25,0.2913,0.0020,0.6494,0.2500
659,glm-5,沁园春,访古书院,25,0.2911,0.0061,0.5872,0.2500
101,doubao-seed-2.0-pro,浪淘沙,秋晚登京口北固亭,10,0.2910,0.0049,0.4772,0.2222
427,deepseek-3.2-thinking,浪淘沙,秋怀,10,0.2909,0.0040,0.5605,0.1818
551,deepseek-3.2-thinking,菩萨蛮,数字江湖,8,0.2908,0.0000,0.4603,0.0000
638,glm-5,清平乐,山居,8,0.2900,0.0060,0.4960,0.1667
522,deepseek-3.2-thinking,祝英台近,秋夜寄远,16,0.2900,0.0043,0.6204,0.2222
676,glm-5,祝英台近,古刹秋吟,16,0.2900,0.0046,0.4850,0.2500
572,deepseek-3.2-thinking,沁园春,江夜抒怀,25,0.2898,0.0015,0.6929,0.2500
517,deepseek-3.2-thinking,清平乐,网事幽思,8,0.2897,0.0119,0.6053,0.1667
399,deepseek-3.2-thinking,浪淘沙,秋夜感旧,10,0.2895,0.0044,0.4709,0.2000
67,doubao-seed-2.0-pro,沁园春,秋登庐山,25,0.2891,0.0036,0.5869,0.2857
521,deepseek-3.2-thinking,菩萨蛮,星海寄怀,8,0.2886,0.0143,0.5109,0.2000
596,glm-5,浪淘沙,江上偶感,10,0.2883,0.0000,0.5245,0.0000
40,doubao-seed-2.0-pro,菩萨蛮,山亭晚望有怀,8,0.2880,0.0000,0.4485,0.0000
528,deepseek-3.2-thinking,沁园春,田园闲趣,25,0.2877,0.0026,0.6879,0.2857
685,glm-5,沁园春,溪亭夜坐,20,0.2874,0.0080,0.6608,0.2500
11,doubao-seed-2.0-pro,菩萨蛮,秋郊晚望,8,0.2871,0.0060,0.4720,0.1667
494,deepseek-3.2-thinking,菩萨蛮,星夜幽思,8,0.2862,0.0262,0.7439,0.2000
47,doubao-seed-2.0-pro,祝英台近,秋日过孤山访隐不遇,16,0.2862,0.0061,0.5595,0.2857
640,glm-5,沁园春,暮秋登楼,25,0.2860,0.0041,0.6907,0.2500
483,deepseek-3.2-thinking,清平乐,数字幽梦,8,0.2856,0.0000,0.5222,0.0000
475,deepseek-3.2-thinking,浪淘沙,秋思,10,0.2848,0.0000,0.4702,0.0000
3,doubao-seed-2.0-pro,浪淘沙,客中秋望,10,0.2847,0.0032,0.4843,0.1429
439,deepseek-3.2-thinking,浪淘沙,江上感怀,10,0.2833,0.0000,0.6502,0.0000
552,deepseek-3.2-thinking,清平乐,夜读,8,0.2831,0.0065,0.4724,0.1818
601,glm-5,浪淘沙,秋江晚望,10,0.2830,0.0040,0.4859,0.1818
591,glm-5,浪淘沙,秋江独钓,10,0.2820,0.0040,0.4796,0.1818
294,qwen3.6-plus,浪淘沙,秋江夜泊,10,0.2811,0.0040,0.4981,0.1818
73,doubao-seed-2.0-pro,菩萨蛮,秋晚登楼寄远,8,0.2810,0.0000,0.4459,0.0000
419,deepseek-3.2-thinking,浪淘沙,时光,10,0.2803,0.0040,0.5173,0.1818
448,deepseek-3.2-thinking,清平乐,星空夜思,8,0.2802,0.0071,0.6004,0.2000
637,glm-5,清平乐,溪居,8,0.2800,0.0000,0.4583,0.0000
468,deepseek-3.2-thinking,菩萨蛮,星夜感怀,8,0.2799,0.0060,0.5749,0.1667
623,glm-5,菩萨蛮,山居雪夜,8,0.2787,0.0131,0.4546,0.2000
597,glm-5,浪淘沙,暮雨江楼,10,0.2776,0.0000,0.4862,0.0000
38,doubao-seed-2.0-pro,浪淘沙,客次中秋对月,10,0.2757,0.0000,0.4279,0.0000
441,deepseek-3.2-thinking,菩萨蛮,暮云思,8,0.2756,0.0000,0.6074,0.0000
589,glm-5,浪淘沙,秋江晚望,10,0.2753,0.0040,0.4371,0.1818
117,doubao-seed-2.0-pro,菩萨蛮,秋江待友,8,0.2750,0.0119,0.6500,0.1667
461,deepseek-3.2-thinking,菩萨蛮,秋日登高,8,0.2744,0.0060,0.5243,0.1667
446,deepseek-3.2-thinking,清平乐,山夜,8,0.2720,0.0000,0.5820,0.0000
681,glm-5,菩萨蛮,山中即事,8,0.2701,0.0071,0.4385,0.2000
442,deepseek-3.2-thinking,浪淘沙,山居晨趣,10,0.2681,0.0000,0.4892,0.0000
600,glm-5,清平乐,山居,8,0.2657,0.0000,0.4498,0.0000
437,deepseek-3.2-thinking,清平乐,夏夜寄怀,8,0.2638,0.0060,0.4039,0.1667
406,deepseek-3.2-thinking,清平乐,山居,8,0.2630,0.0071,0.4840,0.2000
505,deepseek-3.2-thinking,菩萨蛮,数字夜思,8,0.2488,0.0131,0.4294,0.2000
