词ID,模型,词牌,题目,句数,平均语义相似度,平均字面相似度,最高语义相似度,最高字面相似度
123,deepseek-3.2-thinking,祝英台近,见玉兰感怀,16,0.2912,0.0036,0.5832,0.1667
6,deepseek-3.2-thinking,菩萨蛮,白玉兰开有感,8,0.2911,0.0071,0.5654,0.2000
77,deepseek-3.2-thinking,沁园春,见玉兰有感,25,0.2905,0.0016,0.6317,0.2500
5,deepseek-3.2-thinking,浪淘沙,遇白玉兰有感,10,0.2895,0.0077,0.5888,0.1818
581,doubao-seed-2.0-pro,菩萨蛮,校园见玉兰花作,8,0.2894,0.0000,0.6891,0.0000
60,deepseek-3.2-thinking,浪淘沙,白玉兰感怀,10,0.2891,0.0000,0.4804,0.0000
28,deepseek-3.2-thinking,清平乐,白玉兰开有感,8,0.2887,0.0055,0.4825,0.1538
489,doubao-seed-2.0-pro,浪淘沙,校园见玉兰作,10,0.2880,0.0032,0.4996,0.1429
146,deepseek-3.2-thinking,菩萨蛮,白玉兰下感怀,8,0.2875,0.0000,0.4936,0.0000
166,deepseek-3.2-thinking,清平乐,玉兰新悟,8,0.2872,0.0060,0.5427,0.1667
73,deepseek-3.2-thinking,菩萨蛮,见玉兰有感,8,0.2870,0.0190,0.4775,0.2000
538,doubao-seed-2.0-pro,浪淘沙,校园见玉兰感作,10,0.2869,0.0056,0.4643,0.2500
167,deepseek-3.2-thinking,祝英台近,玉兰吟,16,0.2868,0.0087,0.5125,0.2222
587,doubao-seed-2.0-pro,浪淘沙,校园观玉兰偶作,10,0.2862,0.0032,0.4796,0.1429
61,deepseek-3.2-thinking,浪淘沙,遇玉兰感怀,10,0.2861,0.0081,0.5077,0.1818
99,deepseek-3.2-thinking,清平乐,玉兰见赠,8,0.2860,0.0000,0.4624,0.0000
188,deepseek-3.2-thinking,祝英台近,见玉兰有感,16,0.2858,0.0079,0.5429,0.2857
568,doubao-seed-2.0-pro,菩萨蛮,阶下望玉兰作,8,0.2848,0.0000,0.5683,0.0000
134,deepseek-3.2-thinking,沁园春,见玉兰有感,25,0.2841,0.0085,0.6207,0.4444
104,deepseek-3.2-thinking,浪淘沙,见玉兰感怀,10,0.2833,0.0044,0.4902,0.2000
98,deepseek-3.2-thinking,清平乐,见玉兰有感,8,0.2831,0.0191,0.4680,0.2000
419,doubao-seed-2.0-pro,菩萨蛮,春日校园见玉兰感作,8,0.2831,0.0000,0.5058,0.0000
160,deepseek-3.2-thinking,沁园春,玉兰春悟,25,0.2824,0.0059,0.7093,0.2500
26,deepseek-3.2-thinking,清平乐,玉兰新悟,8,0.2824,0.0000,0.5479,0.0000
88,deepseek-3.2-thinking,浪淘沙,白玉兰感赋,10,0.2812,0.0069,0.5471,0.1667
37,deepseek-3.2-thinking,清平乐,玉兰悟,8,0.2802,0.0126,0.5000,0.2000
579,doubao-seed-2.0-pro,菩萨蛮,校园见玉兰有感,8,0.2800,0.0131,0.5003,0.2000
152,deepseek-3.2-thinking,祝英台近,玉兰新悟,16,0.2796,0.0029,0.5936,0.2222
53,deepseek-3.2-thinking,浪淘沙,见玉兰有感,10,0.2787,0.0176,0.5393,0.2222
495,doubao-seed-2.0-pro,菩萨蛮,校园见玉兰作,8,0.2786,0.0000,0.4599,0.0000
15,deepseek-3.2-thinking,清平乐,见玉兰有感,8,0.2780,0.0000,0.5142,0.0000
355,qwen3.6-plus,浪淘沙,玉兰悟,10,0.2779,0.0000,0.6131,0.0000
30,deepseek-3.2-thinking,清平乐,白玉兰春望,8,0.2769,0.0060,0.4678,0.1667
44,deepseek-3.2-thinking,清平乐,挫折后见玉兰,8,0.2766,0.0055,0.5187,0.1538
589,doubao-seed-2.0-pro,菩萨蛮,校道见玉兰偶作,8,0.2764,0.0000,0.4444,0.0000
555,doubao-seed-2.0-pro,菩萨蛮,校中见玉兰偶作,8,0.2763,0.0060,0.5049,0.1667
11,deepseek-3.2-thinking,清平乐,玉兰春悟,8,0.2759,0.0114,0.4630,0.1667
86,deepseek-3.2-thinking,浪淘沙,见玉兰有感,10,0.2755,0.0000,0.4972,0.0000
1,deepseek-3.2-thinking,浪淘沙,见玉兰抒怀,10,0.2752,0.0037,0.6754,0.1667
422,doubao-seed-2.0-pro,菩萨蛮,春园见玉兰感怀,8,0.2746,0.0060,0.5175,0.1667
446,doubao-seed-2.0-pro,菩萨蛮,街隅见玉兰有感,8,0.2716,0.0060,0.3949,0.1667
24,deepseek-3.2-thinking,浪淘沙,遇挫见玉兰有感,10,0.2700,0.0037,0.4972,0.1667
18,deepseek-3.2-thinking,清平乐,白玉兰,8,0.2700,0.0065,0.5700,0.1818
90,deepseek-3.2-thinking,祝英台近,玉兰吟,16,0.2687,0.0027,0.5433,0.2000
505,doubao-seed-2.0-pro,菩萨蛮,阶前观玉兰有感,8,0.2656,0.0071,0.4465,0.2000
551,doubao-seed-2.0-pro,浪淘沙,院隅见玉兰感作,10,0.2654,0.0032,0.5010,0.1429
183,deepseek-3.2-thinking,菩萨蛮,见玉兰有感,8,0.2609,0.0060,0.4461,0.1667
27,deepseek-3.2-thinking,清平乐,见玉兰感怀,8,0.2600,0.0000,0.4774,0.0000
430,doubao-seed-2.0-pro,菩萨蛮,小园见玉兰花作,8,0.2552,0.0000,0.4631,0.0000
103,deepseek-3.2-thinking,菩萨蛮,见玉兰有感,8,0.2515,0.0111,0.4240,0.1667
570,doubao-seed-2.0-pro,菩萨蛮,见玉兰偶作,8,0.2449,0.0000,0.4038,0.0000
148,deepseek-3.2-thinking,清平乐,见玉兰有感,8,0.2443,0.0060,0.4745,0.1667
