模型,句1词牌,句1题目,句1内容,句2词牌,句2题目,句2内容,语义相似度,字面相似度,差值(伪原创指数)
doubao-seed-2.0-pro,沁园春,登观星台述怀,晨操剑影,沁园春,凌霄阁夜坐有感,晨操剑影,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,登观星台述怀,晨操剑影,沁园春,玄峰议事后感,晨操剑影,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,祝英台近,凌霄阁夜坐有感,欲破樊笼,祝英台近,宗门夜坐感怀,欲破樊笼,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,祝英台近,云阶夜坐有感,欲把陈规轻换,祝英台近,宗门夜坐感事,欲把陈规轻换,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,凌霄阁感怀,晨操剑影,沁园春,登观星台述怀,晨操剑影,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,凌霄阁感怀,晨操剑影,沁园春,玄峰议事后感,晨操剑影,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,凌霄阁感怀,晨操剑影,沁园春,凌霄阁夜坐有感,晨操剑影,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门感怀,欲破樊笼,沁园春,云阁夜思,欲破樊笼,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门感怀,欲破樊笼,祝英台近,凌霄阁夜坐有感,欲破樊笼,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门感怀,欲破樊笼,祝英台近,宗门夜坐感怀,欲破樊笼,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,玄门感怀,欲破樊笼,沁园春,宗门感怀,欲破樊笼,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,玄门感怀,欲破樊笼,沁园春,云阁夜思,欲破樊笼,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,玄门感怀,欲破樊笼,祝英台近,凌霄阁夜坐有感,欲破樊笼,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,玄门感怀,欲破樊笼,祝英台近,宗门夜坐感怀,欲破樊笼,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门感事,沉吟久,沁园春,凌霄阁夜坐抒怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,云门感怀,沉吟久,沁园春,宗门议规有感,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,凌霄阁夜坐有感,沉吟久,沁园春,宗阁抒怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门夜思,沉吟久,沁园春,宗门夜坐书怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门夜思,沉吟久,沁园春,凌霄阁感怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门夜思,沉吟久,沁园春,宗门感怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,登望云峰有感,沉吟久,沁园春,凌霄峰感事,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门感事,沉吟久,沁园春,玄宗夜坐书怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,云门感怀,沉吟久,沁园春,宗门抒怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,凌霄阁夜坐有感,沉吟久,沁园春,宗门议规有感,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门感事,沉吟久,沁园春,宗门晚眺抒怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门夜坐书怀,沉吟久,沁园春,凌霄阁夜坐抒怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,云门感怀,看丹炉宿火,沁园春,凌霄阁感怀,看丹炉宿火,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门感事,沉吟久,沁园春,宗门感怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门感事,沉吟久,沁园春,宗门议规有感,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,登望云峰有感,沉吟久,沁园春,宗门述怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,凌霄阁感怀,沉吟久,沁园春,宗门夜坐感事,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,凌霄阁感怀,沉吟久,沁园春,宗阁抒怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,凌霄阁感怀,沉吟久,沁园春,宗门述怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,凌霄阁感怀,沉吟久,沁园春,凌霄峰感事,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗阁夜怀,沉吟久,沁园春,宗门感怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门感怀,沉吟久,沁园春,宗阁抒怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗阁夜怀,沉吟久,沁园春,云门感怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗阁夜怀,沉吟久,沁园春,登望云峰有感,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,玄门感怀,沉吟久,沁园春,宗门感怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,玄门感怀,沉吟久,沁园春,云门感怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,玄门感怀,沉吟久,沁园春,登望云峰有感,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,玄门感怀,沉吟久,沁园春,凌霄阁夜坐有感,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,凌霄阁夜坐有感,沉吟久,沁园春,宗门感怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,凌霄阁夜坐有感,沉吟久,沁园春,凌霄阁夜坐抒怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,凌霄阁夜坐有感,沉吟久,沁园春,宗门抒怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,云门感怀,沉吟久,沁园春,凌霄峰感事,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门夜坐感事,沉吟久,沁园春,云门感怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门夜坐感事,沉吟久,沁园春,凌霄阁夜坐有感,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,玄宗夜坐书怀,沉吟久,沁园春,宗门夜坐书怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,玄宗夜坐书怀,沉吟久,沁园春,凌霄阁感怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,玄宗夜坐书怀,沉吟久,沁园春,登望云峰有感,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门晚眺抒怀,沉吟久,沁园春,云门感怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,玄宗夜坐书怀,沉吟久,沁园春,云门感怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门夜思,沉吟久,沁园春,云门感怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门夜思,沉吟久,沁园春,登望云峰有感,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门感事,沉吟久,沁园春,宗阁夜怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门夜思,沉吟久,沁园春,凌霄阁夜坐有感,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门感事,沉吟久,沁园春,宗门夜思,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门感事,沉吟久,沁园春,玄门感怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门感怀,循规蹈矩,沁园春,宗门感事,循规蹈矩,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门感事,沉吟久,沁园春,宗门夜坐感事,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门夜坐书怀,沉吟久,沁园春,宗门夜坐感事,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门夜坐书怀,沉吟久,沁园春,宗门晚眺抒怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门夜坐书怀,沉吟久,沁园春,宗阁抒怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门夜坐书怀,沉吟久,沁园春,宗门述怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门夜坐书怀,沉吟久,沁园春,凌霄峰感事,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门夜坐书怀,沉吟久,沁园春,宗门抒怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门夜坐书怀,沉吟久,沁园春,宗门感怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门夜坐书怀,沉吟久,沁园春,宗门议规有感,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,登望云峰有感,沉吟久,沁园春,宗门抒怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,云门感怀,沉吟久,沁园春,宗门感怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,登望云峰有感,沉吟久,沁园春,宗门感怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门感事,沉吟久,沁园春,宗阁抒怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门感事,沉吟久,沁园春,宗门述怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,登望云峰有感,沉吟久,沁园春,宗阁抒怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门感事,沉吟久,沁园春,凌霄峰感事,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,凌霄阁夜坐有感,沉吟久,沁园春,凌霄峰感事,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门感事,沉吟久,沁园春,宗门抒怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,云门感怀,沉吟久,沁园春,宗阁抒怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗阁夜望有感,终须改,沁园春,演武台述怀,终须改,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗阁夜望有感,终须改,沁园春,凌霄阁感怀,终须改,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,登望云峰有感,沉吟久,沁园春,凌霄阁夜坐抒怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,凌霄阁感怀,沉吟久,沁园春,宗门晚眺抒怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,凌霄阁感怀,沉吟久,沁园春,宗门抒怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,凌霄阁感怀,沉吟久,沁园春,凌霄阁夜坐抒怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,凌霄阁感怀,沉吟久,沁园春,宗门感怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,凌霄阁感怀,沉吟久,沁园春,宗门议规有感,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,凌霄阁感怀,终须改,沁园春,登观星台述怀,终须改,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗阁夜怀,沉吟久,沁园春,宗门夜坐书怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗阁夜怀,沉吟久,沁园春,凌霄阁感怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,云门感怀,沉吟久,沁园春,凌霄阁夜坐抒怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门感怀,沉吟久,沁园春,宗门夜坐感事,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门感怀,沉吟久,沁园春,宗门晚眺抒怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门感怀,沉吟久,沁园春,宗门述怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门感怀,沉吟久,沁园春,凌霄峰感事,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门感怀,沉吟久,沁园春,宗门抒怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门感怀,沉吟久,沁园春,凌霄阁夜坐抒怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门感怀,沉吟久,沁园春,宗门感怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门感怀,沉吟久,沁园春,宗门议规有感,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗阁夜怀,沉吟久,沁园春,凌霄阁夜坐有感,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,玄门感怀,沉吟久,沁园春,宗门夜坐书怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,玄门感怀,沉吟久,沁园春,凌霄阁感怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,演武台述怀,终须改,沁园春,登观星台述怀,终须改,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,登望云峰有感,沉吟久,沁园春,宗门议规有感,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门夜坐感事,沉吟久,沁园春,登望云峰有感,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,云门感怀,沉吟久,沁园春,宗门述怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,凌霄阁夜坐有感,沉吟久,沁园春,宗门述怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,玄宗夜坐书怀,沉吟久,沁园春,宗门感怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门晚眺抒怀,沉吟久,沁园春,登望云峰有感,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门晚眺抒怀,沉吟久,沁园春,凌霄阁夜坐有感,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,玄宗夜坐书怀,沉吟久,沁园春,凌霄阁夜坐有感,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门夜思,沉吟久,沁园春,玄宗夜坐书怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗阁夜怀,沉吟久,沁园春,玄门感怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗阁夜怀,沉吟久,沁园春,宗门述怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗阁夜怀,沉吟久,沁园春,宗门抒怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门夜坐感事,沉吟久,沁园春,宗阁抒怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门夜坐感事,沉吟久,沁园春,宗门述怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,玄宗夜坐书怀,沉吟久,沁园春,宗阁抒怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门晚眺抒怀,沉吟久,沁园春,宗阁抒怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,玄宗夜坐书怀,沉吟久,沁园春,宗门述怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门夜思,沉吟久,沁园春,凌霄峰感事,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门夜思,沉吟久,沁园春,宗门感怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门抒怀,沉吟久,沁园春,宗门议规有感,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,祝英台近,宗门夜坐书怀,欲更陈矩新裁,祝英台近,宗门夜坐偶成,欲更陈矩新裁,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,浪淘沙,云台夜望有感,几度徘徊,浪淘沙,云阁夜坐感事,几度徘徊,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗阁抒怀,沉吟久,沁园春,宗门抒怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,凌霄阁感怀,终须改,沁园春,演武台述怀,终须改,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门述怀,沉吟久,沁园春,凌霄阁夜坐抒怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,云阁夜思,旧律森严,沁园春,凌霄阁夜坐有感,旧律森严,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗阁抒怀,沉吟久,沁园春,宗门述怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗阁夜怀,沉吟久,沁园春,宗门晚眺抒怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗阁抒怀,沉吟久,沁园春,凌霄峰感事,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,玄门感怀,沉吟久,沁园春,玄宗夜坐书怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗阁夜怀,沉吟久,沁园春,宗阁抒怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,玄门感怀,沉吟久,沁园春,宗门夜坐感事,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,玄门感怀,沉吟久,沁园春,宗门晚眺抒怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗阁夜怀,沉吟久,沁园春,凌霄峰感事,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗阁夜怀,沉吟久,沁园春,凌霄阁夜坐抒怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗阁夜怀,沉吟久,沁园春,宗门感怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,玄门感怀,沉吟久,沁园春,宗门抒怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗阁夜怀,沉吟久,沁园春,宗门议规有感,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,玄门感怀,沉吟久,沁园春,宗门感怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,玄门感怀,沉吟久,沁园春,宗门议规有感,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,祝英台近,宗门夜坐感事,意难定,祝英台近,玄峰夜望有感,意难定,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗阁抒怀,沉吟久,沁园春,宗门感怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗阁抒怀,沉吟久,沁园春,凌霄阁夜坐抒怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门夜坐感事,沉吟久,沁园春,宗门晚眺抒怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门夜坐感事,沉吟久,沁园春,凌霄峰感事,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门夜坐感事,沉吟久,沁园春,宗门抒怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门夜坐感事,沉吟久,沁园春,凌霄阁夜坐抒怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门夜坐感事,沉吟久,沁园春,宗门议规有感,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,浪淘沙,宗门夜坐感怀,进退诚难,浪淘沙,宗门夜坐感怀,进退诚难,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门感怀,沉吟久,沁园春,宗门议规有感,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,玄宗夜坐书怀,沉吟久,沁园春,宗门夜坐感事,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门晚眺抒怀,沉吟久,沁园春,宗门抒怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,玄宗夜坐书怀,沉吟久,沁园春,凌霄峰感事,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,玄宗夜坐书怀,沉吟久,沁园春,宗门抒怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,玄宗夜坐书怀,沉吟久,沁园春,宗门议规有感,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,凌霄阁夜坐有感,旧律森严,沁园春,凌霄阁夜坐抒怀,旧律森严,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门夜思,沉吟久,沁园春,玄门感怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门夜思,沉吟久,沁园春,宗门夜坐感事,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门夜思,沉吟久,沁园春,宗门晚眺抒怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,凌霄峰感事,沉吟久,沁园春,凌霄阁夜坐抒怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门夜思,沉吟久,沁园春,宗阁抒怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门夜思,沉吟久,沁园春,宗门述怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门夜思,沉吟久,沁园春,宗门抒怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,祝英台近,云阁夜坐有感,意难定,祝英台近,玄峰夜望有感,意难定,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,凌霄阁夜坐抒怀,沉吟久,沁园春,宗门议规有感,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,凌霄峰感事,沉吟久,沁园春,宗门感怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门夜思,沉吟久,沁园春,凌霄阁夜坐抒怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门夜思,沉吟久,沁园春,宗门议规有感,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,凌霄阁夜坐抒怀,沉吟久,沁园春,宗门感怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门抒怀,沉吟久,沁园春,凌霄阁夜坐抒怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,菩萨蛮,云阁夜怀,同侪多守旧,菩萨蛮,宗门夜坐抒怀,同侪多守旧,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,凌霄峰感事,沉吟久,沁园春,宗门议规有感,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门述怀,沉吟久,沁园春,宗门感怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门抒怀,沉吟久,沁园春,宗门感怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗阁夜怀,沉吟久,沁园春,宗门夜思,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗阁夜怀,沉吟久,沁园春,玄宗夜坐书怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,玄峰议事后感,玉殿锁烟,沁园春,宗门夜坐感怀,玉殿锁烟,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗阁夜怀,沉吟久,沁园春,宗门夜坐感事,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,玄门感怀,沉吟久,沁园春,宗阁抒怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,玄门感怀,沉吟久,沁园春,宗门述怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,玄门感怀,沉吟久,沁园春,凌霄峰感事,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗阁抒怀,沉吟久,沁园春,宗门议规有感,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,演武台述怀,待春回万壑,沁园春,登观星台述怀,待春回万壑,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,玄门感怀,沉吟久,沁园春,凌霄阁夜坐抒怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,登云阁望剑坪有感,看青衿列阵,沁园春,宗门述怀,看青衿列阵,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门述怀,沉吟久,沁园春,宗门抒怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,祝英台近,云阁夜坐有感,意难定,祝英台近,宗门夜坐感事,意难定,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门述怀,沉吟久,沁园春,凌霄峰感事,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,凌霄峰感事,沉吟久,沁园春,宗门抒怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门夜坐感事,沉吟久,沁园春,宗门感怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,云阁夜思,旧律森严,沁园春,凌霄阁夜坐抒怀,旧律森严,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门述怀,沉吟久,沁园春,宗门议规有感,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,玄宗夜坐书怀,沉吟久,沁园春,宗门晚眺抒怀,沉吟久,1.0000,1.0000,-0.0000
doubao-seed-2.0-pro,沁园春,宗门晚眺抒怀,沉吟久,沁园春,宗门述怀,沉吟久,1.0000,1.0000,-0.0000
